ecf02326-a5e2-11e5-a58d-a45e60eb67c5,6.2,"Longfellow Deeds lives in a small town, leading a small town kind of life. When a relative dies and leaves Deeds a fortune, Longfellow moves to the big city where he becomes an instant target for everyone. Deeds outwits them all until Babe Bennett comes along. When small-town boy meets big-city girl anything can, and does, happen.","{'Drama'}",NR,1936-04-12,1936,"Mr. Deeds Goes to Town",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece79261-a5e2-11e5-aa89-a45e60eb67c5,5.6,"After three British agents are assigned to assassinate a mysterious German spy during World War I, two of them become ambivalent when their duty to the mission conflicts with their consciences.","{'Thriller'}",PG,1936-06-12,1936,"Secret Agent",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecebfa00-a5e2-11e5-bc35-a45e60eb67c5,6.5,"A Scotland Yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in London. But when the detective's cover is blown, the plot begins to unravel.","{'Mystery'}",NR,1936-12-02,1936,"Sabotage",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
eceb9b3a-a5e2-11e5-87b7-a45e60eb67c5,6.4,"Doctor Hugo Hackenbush, Tony, and Stuffy try and save Judy's farm by winning a big race with her horse. There are a few problems. Hackenbush runs a high priced clinic for the wealthy who don't know he has his degree in Veterinary Medicine.","{}",NR,1937-06-11,1937,"A Day at the Races",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecf11aa6-a5e2-11e5-bc58-a45e60eb67c5,6.9,"Heidi is orphaned and her selfish maternal Aunt Dete takes her to the mountains to live with her grumpy old paternal grandfather, Adolph Kramer. Heidi brings her grandfather back into mountain society...through her angelic ways and sheer love. When Aunt Dete steals Heidi away to be the companion of a rich man's invalid daughter, the grand-father is enraged and sets out to get her back.","{'Family'}",G,1937-10-15,1937,"Heidi",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
eced17a6-a5e2-11e5-9816-a45e60eb67c5,5.8,"Unfounded suspicions lead a married couple to begin divorce proceedings, whereupon they start undermining each other's attempts to find new romance.","{'Drama','Romance'}",NR,1937-10-21,1937,"The Awful Truth",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecf2e96b-a5e2-11e5-b491-a45e60eb67c5,6.3,"The hotshot newspaper reporter Wallace Cook (Fredric March) tries to get in the good graces of his boss, Oliver Stone (Walter Connolly) by exploiting the \"imminent\" death of an ailing young woman, Hazel Flagg (Carole Lombard). By way of newsprint the doomed young lady becomes the toast of New York City until her health situation is revealed as a hoax.","{'Romance'}",G,1937-11-25,1937,"Nothing Sacred",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
eceabd14-a5e2-11e5-9366-a45e60eb67c5,7.1,"Robin Hood (Errol Flynn) fights nobly for justice against the evil Sir Guy of Gisbourne (Basil Rathbone) while striving to win the hand of the beautiful Maid Marian (Olivia de Havilland).","{'Drama','Romance','Adventure'}",PG,1938-05-14,1938,"The Adventures of Robin Hood",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
eced9ffd-a5e2-11e5-a6b9-a45e60eb67c5,4.8,"The Marx Brothers try and put on a play before their landlord finds out that they have run out of money. To confuse the landlord they pretend that the play's author has contracted some terrible disease and can't be moved. Originally a Broadway stage play by John Murray and Allen Boretz, adapted for the screen by Morrie Ryskind.","{}",NR,1938-09-30,1938,"Room Service",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece6a999-a5e2-11e5-9a02-a45e60eb67c5,7.0,"Hitchcock classic, based on Ethel Lina White's novel \"The Wheel Turns\". Travellers on a trans-European train are delayed for a night due to bad weather in a small fictional country called Mandrika. The passengers cram into the small village hotel where socialite Iris Henderson meets an old governess called Miss Froy. Shortly after the journey restarts, Miss Froy disappears.","{'Mystery','Comedy','Thriller','Crime'}",NR,1938-11-01,1938,"The Lady Vanishes",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece7a866-a5e2-11e5-b6d7-a45e60eb67c5,7.0,"Wolf Frankenstein, son of Henry Frankenstein, returns with his wife, to his fathers estate to claim his inheritance. When he arrives with his family he recieves a hostile reception from locals. While exploring his fathers laboratory he comes across crooked blacksmith - Ygor, who asks him to revive his father's creation - the MONSTER who is lying in a coma. Wolf tries to revive the monster and believes he fails but then some of the locals are found murdered soon after who just happened to be part of the jury that sent Ygor to the gallows. The villagers immediately connect the killings to Frankenstein and send the inspector to investigate. He discovers the monster is alive and is being used as tool by Ygor. Wolf then in fit of madness shoots Ygor. The then enraged monster losing his only friend kidnaps Wolf's son. In the end Wolf tracks the monster to the lab where he swings down on a chain knocking the monster into a sulpher pit and thus his demise.","{'Science Fiction'}",NR,1939-01-13,1939,"Son of Frankenstein",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece6b78c-a5e2-11e5-8e5a-a45e60eb67c5,6.4,"A simple stagecoach trip is complicated by the fact that Geronimo is on the warpath in the area. The passengers on the coach include a a drunken doctor, two women, a bank manager who has taken off with his client's money, and the famous Ringo Kid, among others.","{'Western'}",PG,1939-02-15,1939,"Stagecoach",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecf09928-a5e2-11e5-a151-a45e60eb67c5,6.5,"The classic Shirley Temple film in which a little girl goes in search of her father who is reported missing by the military during World War I.","{'Comedy','Family'}",G,1939-03-17,1939,"The Little Princess",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecea6575-a5e2-11e5-8a9b-a45e60eb67c5,6.6,"A disgraced officer risks his life to help his childhood friends in battle.","{'Drama','Romance','Adventure'}",NR,1939-04-20,1939,"The Four Feathers",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecf462ee-a5e2-11e5-87d9-a45e60eb67c5,4.9,"A shy British teacher looks back nostalgically at his long career, taking note of the people touched his life.","{'Romance'}",NR,1939-07-28,1939,"Goodbye, Mr. Chips",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece65991-a5e2-11e5-b5d5-a45e60eb67c5,6.8,"One of the most famous musical films and the first film from Hollywood to use color. Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.","{'Fantasy','Family'}",G,1939-08-25,1939,"The Wizard of Oz",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
